crop_path,dataset_source,source_image,scene_id,component_class,crop_w,crop_h,body_x,body_y,body_w,body_h,roi_kind,label_status,reviewer_id,notes
pcb42rec1_jpg__095__IC.png,fpic_rf100,valid/images/pcb42rec1_jpg.rf.1e31ade77d0ba993f052f944760bfa4e.jpg,pcb42rec1_jpg,IC,113,149,21,28,71,93,component,,,
pcb42rec1_jpg__096__Connector.png,fpic_rf100,valid/images/pcb42rec1_jpg.rf.1e31ade77d0ba993f052f944760bfa4e.jpg,pcb42rec1_jpg,Connector,78,193,17,36,57,121,component,,,
pcb42rec1_jpg__098__Connector.png,fpic_rf100,valid/images/pcb42rec1_jpg.rf.1e31ade77d0ba993f052f944760bfa4e.jpg,pcb42rec1_jpg,Connector,261,208,49,39,163,130,component,,,
pcb42rec1_jpg__099__Connector.png,fpic_rf100,valid/images/pcb42rec1_jpg.rf.1e31ade77d0ba993f052f944760bfa4e.jpg,pcb42rec1_jpg,Connector,544,218,102,50,340,165,component,,,
pcb42rec1_jpg__100__Capacitor.png,fpic_rf100,valid/images/pcb42rec1_jpg.rf.1e31ade77d0ba993f052f944760bfa4e.jpg,pcb42rec1_jpg,Capacitor,106,104,20,19,66,65,component,,,
pcb42rec1_jpg__101__Capacitor.png,fpic_rf100,valid/images/pcb42rec1_jpg.rf.1e31ade77d0ba993f052f944760bfa4e.jpg,pcb42rec1_jpg,Capacitor,95,106,18,20,59,66,component,,,
pcb42rec1_jpg__102__Capacitor.png,fpic_rf100,valid/images/pcb42rec1_jpg.rf.1e31ade77d0ba993f052f944760bfa4e.jpg,pcb42rec1_jpg,Capacitor,92,106,17,20,58,66,component,,,
pcb42rec1_jpg__103__Capacitor.png,fpic_rf100,valid/images/pcb42rec1_jpg.rf.1e31ade77d0ba993f052f944760bfa4e.jpg,pcb42rec1_jpg,Capacitor,91,84,17,16,57,52,component,,,
pcb42rec1_jpg__110__Capacitor.png,fpic_rf100,valid/images/pcb42rec1_jpg.rf.1e31ade77d0ba993f052f944760bfa4e.jpg,pcb42rec1_jpg,Capacitor,107,90,20,17,67,56,component,,,
pcb42rec1_jpg__120__Capacitor.png,fpic_rf100,valid/images/pcb42rec1_jpg.rf.1e31ade77d0ba993f052f944760bfa4e.jpg,pcb42rec1_jpg,Capacitor,111,90,21,17,69,56,component,,,
pcb42rec1_jpg__167__Connector.png,fpic_rf100,valid/images/pcb42rec1_jpg.rf.1e31ade77d0ba993f052f944760bfa4e.jpg,pcb42rec1_jpg,Connector,210,866,8,91,155,596,component,,,
pcb42rec1_jpg__168__Connector.png,fpic_rf100,valid/images/pcb42rec1_jpg.rf.1e31ade77d0ba993f052f944760bfa4e.jpg,pcb42rec1_jpg,Connector,198,810,37,130,124,523,component,,,
pcb42rec1_jpg__171__Connector.png,fpic_rf100,valid/images/pcb42rec1_jpg.rf.1e31ade77d0ba993f052f944760bfa4e.jpg,pcb42rec1_jpg,Connector,388,103,73,0,242,79,component,,,
pcb42rec1_jpg__172__Connector.png,fpic_rf100,valid/images/pcb42rec1_jpg.rf.1e31ade77d0ba993f052f944760bfa4e.jpg,pcb42rec1_jpg,Connector,267,855,50,114,167,570,component,,,
pcb42rec1_jpg__175__Connector.png,fpic_rf100,valid/images/pcb42rec1_jpg.rf.1e31ade77d0ba993f052f944760bfa4e.jpg,pcb42rec1_jpg,Connector,488,98,92,6,305,71,component,,,
pcb42rec1_jpg__180__Connector.png,fpic_rf100,valid/images/pcb42rec1_jpg.rf.1e31ade77d0ba993f052f944760bfa4e.jpg,pcb42rec1_jpg,Connector,216,740,41,139,135,462,component,,,
pcb42rec1_jpg__332__IC.png,fpic_rf100,valid/images/pcb42rec1_jpg.rf.1e31ade77d0ba993f052f944760bfa4e.jpg,pcb42rec1_jpg,IC,223,232,42,44,139,145,component,,,
pcb42rec1_jpg__362__IC.png,fpic_rf100,valid/images/pcb42rec1_jpg.rf.1e31ade77d0ba993f052f944760bfa4e.jpg,pcb42rec1_jpg,IC,112,112,21,21,70,70,component,,,
pcb43rec1_jpg__039__IC.png,fpic_rf100,train/images/pcb43rec1_jpg.rf.6e58a9da1b323d0b4ea98cfde7bb231c.jpg,pcb43rec1_jpg,IC,330,314,62,59,206,196,component,,,
pcb43rec1_jpg__113__IC.png,fpic_rf100,train/images/pcb43rec1_jpg.rf.6e58a9da1b323d0b4ea98cfde7bb231c.jpg,pcb43rec1_jpg,IC,298,154,56,29,186,96,component,,,
pcb43rec1_jpg__270__IC.png,fpic_rf100,train/images/pcb43rec1_jpg.rf.6e58a9da1b323d0b4ea98cfde7bb231c.jpg,pcb43rec1_jpg,IC,145,90,27,17,91,56,component,,,
pcb43rec1_jpg__275__IC.png,fpic_rf100,train/images/pcb43rec1_jpg.rf.6e58a9da1b323d0b4ea98cfde7bb231c.jpg,pcb43rec1_jpg,IC,308,91,58,17,192,57,component,,,
pcb43rec1_jpg__344__IC.png,fpic_rf100,train/images/pcb43rec1_jpg.rf.6e58a9da1b323d0b4ea98cfde7bb231c.jpg,pcb43rec1_jpg,IC,199,279,37,52,124,175,component,,,
pcb44rec1_jpg__000__Connector.png,fpic_rf100,test/images/pcb44rec1_jpg.rf.a632864f9de470ff3041142b595d2312.jpg,pcb44rec1_jpg,Connector,214,181,40,34,134,113,component,,,
pcb44rec1_jpg__001__Connector.png,fpic_rf100,test/images/pcb44rec1_jpg.rf.a632864f9de470ff3041142b595d2312.jpg,pcb44rec1_jpg,Connector,92,220,21,41,71,138,component,,,
pcb44rec1_jpg__002__Connector.png,fpic_rf100,test/images/pcb44rec1_jpg.rf.a632864f9de470ff3041142b595d2312.jpg,pcb44rec1_jpg,Connector,112,308,21,40,70,206,component,,,
pcb44rec1_jpg__030__Connector.png,fpic_rf100,test/images/pcb44rec1_jpg.rf.a632864f9de470ff3041142b595d2312.jpg,pcb44rec1_jpg,Connector,129,187,28,35,94,117,component,,,
pcb44rec1_jpg__050__IC.png,fpic_rf100,test/images/pcb44rec1_jpg.rf.a632864f9de470ff3041142b595d2312.jpg,pcb44rec1_jpg,IC,146,107,27,20,91,67,component,,,
pcb44rec1_jpg__066__IC.png,fpic_rf100,test/images/pcb44rec1_jpg.rf.a632864f9de470ff3041142b595d2312.jpg,pcb44rec1_jpg,IC,154,107,29,20,96,67,component,,,
pcb44rec1_jpg__071__IC.png,fpic_rf100,test/images/pcb44rec1_jpg.rf.a632864f9de470ff3041142b595d2312.jpg,pcb44rec1_jpg,IC,78,100,15,19,48,63,component,,,
pcb44rec1_jpg__073__Connector.png,fpic_rf100,test/images/pcb44rec1_jpg.rf.a632864f9de470ff3041142b595d2312.jpg,pcb44rec1_jpg,Connector,756,943,1,0,580,839,component,,,
pcb44rec1_jpg__079__IC.png,fpic_rf100,test/images/pcb44rec1_jpg.rf.a632864f9de470ff3041142b595d2312.jpg,pcb44rec1_jpg,IC,167,310,31,58,105,194,component,,,
pcb44rec1_jpg__123__IC.png,fpic_rf100,test/images/pcb44rec1_jpg.rf.a632864f9de470ff3041142b595d2312.jpg,pcb44rec1_jpg,IC,365,352,68,66,228,220,component,,,
pcb44rec1_jpg__127__IC.png,fpic_rf100,test/images/pcb44rec1_jpg.rf.a632864f9de470ff3041142b595d2312.jpg,pcb44rec1_jpg,IC,112,103,21,19,70,65,component,,,
pcb44rec1_jpg__129__IC.png,fpic_rf100,test/images/pcb44rec1_jpg.rf.a632864f9de470ff3041142b595d2312.jpg,pcb44rec1_jpg,IC,105,106,20,20,65,66,component,,,
pcb44rec1_jpg__150__IC.png,fpic_rf100,test/images/pcb44rec1_jpg.rf.a632864f9de470ff3041142b595d2312.jpg,pcb44rec1_jpg,IC,77,105,14,20,48,65,component,,,
pcb44rec1_jpg__189__IC.png,fpic_rf100,test/images/pcb44rec1_jpg.rf.a632864f9de470ff3041142b595d2312.jpg,pcb44rec1_jpg,IC,100,102,19,19,63,64,component,,,
pcb44rec1_jpg__199__IC.png,fpic_rf100,test/images/pcb44rec1_jpg.rf.a632864f9de470ff3041142b595d2312.jpg,pcb44rec1_jpg,IC,111,82,21,15,69,51,component,,,
pcb44rec1_jpg__215__Connector.png,fpic_rf100,test/images/pcb44rec1_jpg.rf.a632864f9de470ff3041142b595d2312.jpg,pcb44rec1_jpg,Connector,565,193,106,0,353,149,component,,,
pcb44rec1_jpg__218__Connector.png,fpic_rf100,test/images/pcb44rec1_jpg.rf.a632864f9de470ff3041142b595d2312.jpg,pcb44rec1_jpg,Connector,425,176,80,12,266,126,component,,,
pcb44rec1_jpg__241__Connector.png,fpic_rf100,test/images/pcb44rec1_jpg.rf.a632864f9de470ff3041142b595d2312.jpg,pcb44rec1_jpg,Connector,500,221,94,0,312,170,component,,,
pcb44rec1_jpg__253__IC.png,fpic_rf100,test/images/pcb44rec1_jpg.rf.a632864f9de470ff3041142b595d2312.jpg,pcb44rec1_jpg,IC,161,107,30,20,101,67,component,,,
pcb44rec1_jpg__258__IC.png,fpic_rf100,test/images/pcb44rec1_jpg.rf.a632864f9de470ff3041142b595d2312.jpg,pcb44rec1_jpg,IC,354,127,66,28,221,93,component,,,
pcb44rec1_jpg__261__Connector.png,fpic_rf100,test/images/pcb44rec1_jpg.rf.a632864f9de470ff3041142b595d2312.jpg,pcb44rec1_jpg,Connector,434,90,81,19,272,65,component,,,
pcb44rec1_jpg__264__Connector.png,fpic_rf100,test/images/pcb44rec1_jpg.rf.a632864f9de470ff3041142b595d2312.jpg,pcb44rec1_jpg,Connector,109,231,20,12,68,168,component,,,
pcb45rec1_jpg__037__IC.png,fpic_rf100,test/images/pcb45rec1_jpg.rf.5c771316031b2f2125ddaf1ec4bd1186.jpg,pcb45rec1_jpg,IC,80,122,15,23,50,76,component,,,
pcb45rec1_jpg__079__IC.png,fpic_rf100,test/images/pcb45rec1_jpg.rf.5c771316031b2f2125ddaf1ec4bd1186.jpg,pcb45rec1_jpg,IC,332,327,62,61,208,205,component,,,
pcb45rec1_jpg__089__IC.png,fpic_rf100,test/images/pcb45rec1_jpg.rf.5c771316031b2f2125ddaf1ec4bd1186.jpg,pcb45rec1_jpg,IC,129,246,24,46,81,154,component,,,
pcb45rec1_jpg__094__Connector.png,fpic_rf100,test/images/pcb45rec1_jpg.rf.5c771316031b2f2125ddaf1ec4bd1186.jpg,pcb45rec1_jpg,Connector,78,136,18,25,59,85,component,,,
pcb45rec1_jpg__097__IC.png,fpic_rf100,test/images/pcb45rec1_jpg.rf.5c771316031b2f2125ddaf1ec4bd1186.jpg,pcb45rec1_jpg,IC,76,112,14,21,48,70,component,,,
pcb45rec1_jpg__161__IC.png,fpic_rf100,test/images/pcb45rec1_jpg.rf.5c771316031b2f2125ddaf1ec4bd1186.jpg,pcb45rec1_jpg,IC,117,90,22,17,73,56,component,,,
pcb45rec1_jpg__186__IC.png,fpic_rf100,test/images/pcb45rec1_jpg.rf.5c771316031b2f2125ddaf1ec4bd1186.jpg,pcb45rec1_jpg,IC,145,139,27,26,91,87,component,,,
pcb45rec1_jpg__199__IC.png,fpic_rf100,test/images/pcb45rec1_jpg.rf.5c771316031b2f2125ddaf1ec4bd1186.jpg,pcb45rec1_jpg,IC,248,244,46,46,155,152,component,,,
pcb45rec1_jpg__213__IC.png,fpic_rf100,test/images/pcb45rec1_jpg.rf.5c771316031b2f2125ddaf1ec4bd1186.jpg,pcb45rec1_jpg,IC,117,90,22,17,73,56,component,,,
pcb46rec1_jpg__010__IC.png,fpic_rf100,valid/images/pcb46rec1_jpg.rf.962452b83c781ab4e6f26413d81f2d3a.jpg,pcb46rec1_jpg,IC,94,95,18,18,59,59,component,,,
pcb46rec1_jpg__128__Connector.png,fpic_rf100,valid/images/pcb46rec1_jpg.rf.962452b83c781ab4e6f26413d81f2d3a.jpg,pcb46rec1_jpg,Connector,111,501,21,94,69,313,component,,,
pcb46rec1_jpg__144__IC.png,fpic_rf100,valid/images/pcb46rec1_jpg.rf.962452b83c781ab4e6f26413d81f2d3a.jpg,pcb46rec1_jpg,IC,343,325,64,61,215,203,component,,,
pcb46rec1_jpg__185__Connector.png,fpic_rf100,valid/images/pcb46rec1_jpg.rf.962452b83c781ab4e6f26413d81f2d3a.jpg,pcb46rec1_jpg,Connector,145,80,27,15,91,50,component,,,
pcb46rec1_jpg__187__Connector.png,fpic_rf100,valid/images/pcb46rec1_jpg.rf.962452b83c781ab4e6f26413d81f2d3a.jpg,pcb46rec1_jpg,Connector,496,107,93,20,310,67,component,,,
pcb46rec1_jpg__220__IC.png,fpic_rf100,valid/images/pcb46rec1_jpg.rf.962452b83c781ab4e6f26413d81f2d3a.jpg,pcb46rec1_jpg,IC,108,128,20,24,67,80,component,,,
pcb46rec1_jpg__374__IC.png,fpic_rf100,valid/images/pcb46rec1_jpg.rf.962452b83c781ab4e6f26413d81f2d3a.jpg,pcb46rec1_jpg,IC,107,94,20,18,67,59,component,,,
pcb46rec1_jpg__394__Connector.png,fpic_rf100,valid/images/pcb46rec1_jpg.rf.962452b83c781ab4e6f26413d81f2d3a.jpg,pcb46rec1_jpg,Connector,235,89,44,17,147,56,component,,,
pcb46rec1_jpg__395__Connector.png,fpic_rf100,valid/images/pcb46rec1_jpg.rf.962452b83c781ab4e6f26413d81f2d3a.jpg,pcb46rec1_jpg,Connector,135,87,25,16,84,55,component,,,
pcb46rec1_jpg__398__IC.png,fpic_rf100,valid/images/pcb46rec1_jpg.rf.962452b83c781ab4e6f26413d81f2d3a.jpg,pcb46rec1_jpg,IC,142,81,27,15,89,51,component,,,
pcb46rec1_jpg__478__IC.png,fpic_rf100,valid/images/pcb46rec1_jpg.rf.962452b83c781ab4e6f26413d81f2d3a.jpg,pcb46rec1_jpg,IC,156,97,29,18,97,61,component,,,
pcb47rec1_jpg__054__IC.png,fpic_rf100,train/images/pcb47rec1_jpg.rf.79f5423811193451160c53b430ca0751.jpg,pcb47rec1_jpg,IC,289,294,54,55,181,184,component,,,
pcb47rec1_jpg__099__IC.png,fpic_rf100,train/images/pcb47rec1_jpg.rf.79f5423811193451160c53b430ca0751.jpg,pcb47rec1_jpg,IC,176,176,33,33,110,110,component,,,
pcb47rec1_jpg__103__IC.png,fpic_rf100,train/images/pcb47rec1_jpg.rf.79f5423811193451160c53b430ca0751.jpg,pcb47rec1_jpg,IC,164,88,31,20,102,67,component,,,
pcb47rec1_jpg__123__IC.png,fpic_rf100,train/images/pcb47rec1_jpg.rf.79f5423811193451160c53b430ca0751.jpg,pcb47rec1_jpg,IC,405,341,76,64,253,213,component,,,
pcb47rec1_jpg__125__IC.png,fpic_rf100,train/images/pcb47rec1_jpg.rf.79f5423811193451160c53b430ca0751.jpg,pcb47rec1_jpg,IC,188,268,35,50,118,168,component,,,
pcb47rec1_jpg__130__IC.png,fpic_rf100,train/images/pcb47rec1_jpg.rf.79f5423811193451160c53b430ca0751.jpg,pcb47rec1_jpg,IC,401,399,75,75,251,249,component,,,
pcb47rec1_jpg__144__IC.png,fpic_rf100,train/images/pcb47rec1_jpg.rf.79f5423811193451160c53b430ca0751.jpg,pcb47rec1_jpg,IC,94,196,0,37,72,122,component,,,
pcb48rec1_jpg__001__Connector.png,fpic_rf100,valid/images/pcb48rec1_jpg.rf.3ad9f37065817f9c22211ef32ada6c9a.jpg,pcb48rec1_jpg,Connector,85,122,16,23,53,76,component,,,
pcb48rec1_jpg__003__Connector.png,fpic_rf100,valid/images/pcb48rec1_jpg.rf.3ad9f37065817f9c22211ef32ada6c9a.jpg,pcb48rec1_jpg,Connector,353,106,66,20,221,66,component,,,
pcb48rec1_jpg__006__Connector.png,fpic_rf100,valid/images/pcb48rec1_jpg.rf.3ad9f37065817f9c22211ef32ada6c9a.jpg,pcb48rec1_jpg,Connector,372,100,70,19,232,62,component,,,
pcb48rec1_jpg__009__Connector.png,fpic_rf100,valid/images/pcb48rec1_jpg.rf.3ad9f37065817f9c22211ef32ada6c9a.jpg,pcb48rec1_jpg,Connector,353,96,66,18,221,60,component,,,
pcb48rec1_jpg__018__Capacitor.png,fpic_rf100,valid/images/pcb48rec1_jpg.rf.3ad9f37065817f9c22211ef32ada6c9a.jpg,pcb48rec1_jpg,Capacitor,104,118,19,22,65,74,component,,,
pcb48rec1_jpg__019__Capacitor.png,fpic_rf100,valid/images/pcb48rec1_jpg.rf.3ad9f37065817f9c22211ef32ada6c9a.jpg,pcb48rec1_jpg,Capacitor,107,113,20,21,67,71,component,,,
pcb48rec1_jpg__021__IC.png,fpic_rf100,valid/images/pcb48rec1_jpg.rf.3ad9f37065817f9c22211ef32ada6c9a.jpg,pcb48rec1_jpg,IC,92,79,17,15,58,49,component,,,
pcb48rec1_jpg__038__Connector.png,fpic_rf100,valid/images/pcb48rec1_jpg.rf.3ad9f37065817f9c22211ef32ada6c9a.jpg,pcb48rec1_jpg,Connector,87,298,20,56,67,186,component,,,
pcb48rec1_jpg__039__Connector.png,fpic_rf100,valid/images/pcb48rec1_jpg.rf.3ad9f37065817f9c22211ef32ada6c9a.jpg,pcb48rec1_jpg,Connector,86,288,16,54,54,180,component,,,
pcb48rec1_jpg__043__IC.png,fpic_rf100,valid/images/pcb48rec1_jpg.rf.3ad9f37065817f9c22211ef32ada6c9a.jpg,pcb48rec1_jpg,IC,79,80,15,15,49,50,component,,,
pcb48rec1_jpg__045__IC.png,fpic_rf100,valid/images/pcb48rec1_jpg.rf.3ad9f37065817f9c22211ef32ada6c9a.jpg,pcb48rec1_jpg,IC,80,84,15,16,50,52,component,,,
pcb48rec1_jpg__046__IC.png,fpic_rf100,valid/images/pcb48rec1_jpg.rf.3ad9f37065817f9c22211ef32ada6c9a.jpg,pcb48rec1_jpg,IC,76,76,14,14,48,48,component,,,
pcb48rec1_jpg__047__IC.png,fpic_rf100,valid/images/pcb48rec1_jpg.rf.3ad9f37065817f9c22211ef32ada6c9a.jpg,pcb48rec1_jpg,IC,80,76,15,14,50,48,component,,,
pcb48rec1_jpg__048__IC.png,fpic_rf100,valid/images/pcb48rec1_jpg.rf.3ad9f37065817f9c22211ef32ada6c9a.jpg,pcb48rec1_jpg,IC,76,84,14,16,48,52,component,,,
pcb48rec1_jpg__060__IC.png,fpic_rf100,valid/images/pcb48rec1_jpg.rf.3ad9f37065817f9c22211ef32ada6c9a.jpg,pcb48rec1_jpg,IC,95,76,18,14,59,48,component,,,
pcb48rec1_jpg__105__IC.png,fpic_rf100,valid/images/pcb48rec1_jpg.rf.3ad9f37065817f9c22211ef32ada6c9a.jpg,pcb48rec1_jpg,IC,122,191,23,36,76,119,component,,,
pcb48rec1_jpg__106__IC.png,fpic_rf100,valid/images/pcb48rec1_jpg.rf.3ad9f37065817f9c22211ef32ada6c9a.jpg,pcb48rec1_jpg,IC,122,193,23,36,76,121,component,,,
pcb48rec1_jpg__110__IC.png,fpic_rf100,valid/images/pcb48rec1_jpg.rf.3ad9f37065817f9c22211ef32ada6c9a.jpg,pcb48rec1_jpg,IC,337,336,63,63,211,210,component,,,
pcb48rec1_jpg__122__Capacitor.png,fpic_rf100,valid/images/pcb48rec1_jpg.rf.3ad9f37065817f9c22211ef32ada6c9a.jpg,pcb48rec1_jpg,Capacitor,90,76,17,14,56,48,component,,,
pcb48rec1_jpg__131__IC.png,fpic_rf100,valid/images/pcb48rec1_jpg.rf.3ad9f37065817f9c22211ef32ada6c9a.jpg,pcb48rec1_jpg,IC,85,79,16,15,53,49,component,,,
pcb48rec1_jpg__134__IC.png,fpic_rf100,valid/images/pcb48rec1_jpg.rf.3ad9f37065817f9c22211ef32ada6c9a.jpg,pcb48rec1_jpg,IC,145,96,27,18,91,60,component,,,
pcb48rec1_jpg__141__IC.png,fpic_rf100,valid/images/pcb48rec1_jpg.rf.3ad9f37065817f9c22211ef32ada6c9a.jpg,pcb48rec1_jpg,IC,208,129,39,24,130,81,component,,,
pcb48rec1_jpg__143__Connector.png,fpic_rf100,valid/images/pcb48rec1_jpg.rf.3ad9f37065817f9c22211ef32ada6c9a.jpg,pcb48rec1_jpg,Connector,80,122,15,14,50,83,component,,,
pcb48rec1_jpg__144__Connector.png,fpic_rf100,valid/images/pcb48rec1_jpg.rf.3ad9f37065817f9c22211ef32ada6c9a.jpg,pcb48rec1_jpg,Connector,100,207,23,39,77,129,component,,,
pcb48rec1_jpg__174__IC.png,fpic_rf100,valid/images/pcb48rec1_jpg.rf.3ad9f37065817f9c22211ef32ada6c9a.jpg,pcb48rec1_jpg,IC,117,139,22,26,73,87,component,,,
pcb48rec1_jpg__181__Connector.png,fpic_rf100,valid/images/pcb48rec1_jpg.rf.3ad9f37065817f9c22211ef32ada6c9a.jpg,pcb48rec1_jpg,Connector,296,91,55,17,185,57,component,,,
pcb4rec1_jpg__000__Capacitor.png,fpic_rf100,train/images/pcb4rec1_jpg.rf.5a8e953f05992139214b0b0466f5afdf.jpg,pcb4rec1_jpg,Capacitor,333,399,75,75,250,249,component,,,
pcb4rec1_jpg__001__Capacitor.png,fpic_rf100,train/images/pcb4rec1_jpg.rf.5a8e953f05992139214b0b0466f5afdf.jpg,pcb4rec1_jpg,Capacitor,176,160,33,30,110,100,component,,,
pcb4rec1_jpg__003__Capacitor.png,fpic_rf100,train/images/pcb4rec1_jpg.rf.5a8e953f05992139214b0b0466f5afdf.jpg,pcb4rec1_jpg,Capacitor,80,96,15,0,50,74,component,,,
pcb4rec1_jpg__004__Capacitor.png,fpic_rf100,train/images/pcb4rec1_jpg.rf.5a8e953f05992139214b0b0466f5afdf.jpg,pcb4rec1_jpg,Capacitor,156,160,29,30,98,100,component,,,
pcb4rec1_jpg__005__Capacitor.png,fpic_rf100,train/images/pcb4rec1_jpg.rf.5a8e953f05992139214b0b0466f5afdf.jpg,pcb4rec1_jpg,Capacitor,175,149,33,28,109,93,component,,,
pcb4rec1_jpg__007__Capacitor.png,fpic_rf100,train/images/pcb4rec1_jpg.rf.5a8e953f05992139214b0b0466f5afdf.jpg,pcb4rec1_jpg,Capacitor,112,107,21,20,70,67,component,,,
pcb4rec1_jpg__009__Capacitor.png,fpic_rf100,train/images/pcb4rec1_jpg.rf.5a8e953f05992139214b0b0466f5afdf.jpg,pcb4rec1_jpg,Capacitor,91,92,17,17,57,58,component,,,
pcb4rec1_jpg__010__Capacitor.png,fpic_rf100,train/images/pcb4rec1_jpg.rf.5a8e953f05992139214b0b0466f5afdf.jpg,pcb4rec1_jpg,Capacitor,97,224,18,42,61,140,component,,,
pcb4rec1_jpg__011__Capacitor.png,fpic_rf100,train/images/pcb4rec1_jpg.rf.5a8e953f05992139214b0b0466f5afdf.jpg,pcb4rec1_jpg,Capacitor,155,152,29,29,97,95,component,,,
pcb4rec1_jpg__012__Capacitor.png,fpic_rf100,train/images/pcb4rec1_jpg.rf.5a8e953f05992139214b0b0466f5afdf.jpg,pcb4rec1_jpg,Capacitor,155,145,29,27,97,91,component,,,
pcb4rec1_jpg__014__Capacitor.png,fpic_rf100,train/images/pcb4rec1_jpg.rf.5a8e953f05992139214b0b0466f5afdf.jpg,pcb4rec1_jpg,Capacitor,118,90,22,17,74,56,component,,,
pcb4rec1_jpg__015__Capacitor.png,fpic_rf100,train/images/pcb4rec1_jpg.rf.5a8e953f05992139214b0b0466f5afdf.jpg,pcb4rec1_jpg,Capacitor,341,370,70,75,234,249,component,,,
pcb4rec1_jpg__018__Resistor_Network.png,fpic_rf100,train/images/pcb4rec1_jpg.rf.5a8e953f05992139214b0b0466f5afdf.jpg,pcb4rec1_jpg,Resistor Network,86,88,16,16,54,55,component,,,
pcb4rec1_jpg__020__Capacitor.png,fpic_rf100,train/images/pcb4rec1_jpg.rf.5a8e953f05992139214b0b0466f5afdf.jpg,pcb4rec1_jpg,Capacitor,107,92,20,17,67,58,component,,,
pcb4rec1_jpg__021__Capacitor.png,fpic_rf100,train/images/pcb4rec1_jpg.rf.5a8e953f05992139214b0b0466f5afdf.jpg,pcb4rec1_jpg,Capacitor,108,86,20,16,68,54,component,,,
pcb4rec1_jpg__026__Capacitor.png,fpic_rf100,train/images/pcb4rec1_jpg.rf.5a8e953f05992139214b0b0466f5afdf.jpg,pcb4rec1_jpg,Capacitor,96,81,18,15,60,51,component,,,
pcb4rec1_jpg__028__Capacitor.png,fpic_rf100,train/images/pcb4rec1_jpg.rf.5a8e953f05992139214b0b0466f5afdf.jpg,pcb4rec1_jpg,Capacitor,97,95,18,18,61,59,component,,,
pcb4rec1_jpg__029__Capacitor.png,fpic_rf100,train/images/pcb4rec1_jpg.rf.5a8e953f05992139214b0b0466f5afdf.jpg,pcb4rec1_jpg,Capacitor,79,106,15,20,49,66,component,,,
pcb50rec1_jpg__000__Capacitor_Jumper.png,fpic_rf100,train/images/pcb50rec1_jpg.rf.088cb8f90a0cf27450a8ec6259392e4a.jpg,pcb50rec1_jpg,Capacitor Jumper,203,283,38,53,127,177,component,,,
pcb50rec1_jpg__001__Transistor.png,fpic_rf100,train/images/pcb50rec1_jpg.rf.088cb8f90a0cf27450a8ec6259392e4a.jpg,pcb50rec1_jpg,Transistor,267,330,50,62,167,206,component,,,
pcb50rec1_jpg__006__IC.png,fpic_rf100,train/images/pcb50rec1_jpg.rf.088cb8f90a0cf27450a8ec6259392e4a.jpg,pcb50rec1_jpg,IC,335,289,63,54,209,181,component,,,
pcb50rec1_jpg__007__Capacitor_Jumper.png,fpic_rf100,train/images/pcb50rec1_jpg.rf.088cb8f90a0cf27450a8ec6259392e4a.jpg,pcb50rec1_jpg,Capacitor Jumper,475,490,89,92,297,306,component,,,
pcb50rec1_jpg__008__Capacitor_Jumper.png,fpic_rf100,train/images/pcb50rec1_jpg.rf.088cb8f90a0cf27450a8ec6259392e4a.jpg,pcb50rec1_jpg,Capacitor Jumper,505,507,95,95,315,317,component,,,
pcb50rec1_jpg__009__IC.png,fpic_rf100,train/images/pcb50rec1_jpg.rf.088cb8f90a0cf27450a8ec6259392e4a.jpg,pcb50rec1_jpg,IC,337,269,63,50,211,168,component,,,
pcb50rec1_jpg__012__IC.png,fpic_rf100,train/images/pcb50rec1_jpg.rf.088cb8f90a0cf27450a8ec6259392e4a.jpg,pcb50rec1_jpg,IC,106,79,20,15,67,49,component,,,
pcb50rec1_jpg__014__Capacitor_Jumper.png,fpic_rf100,train/images/pcb50rec1_jpg.rf.088cb8f90a0cf27450a8ec6259392e4a.jpg,pcb50rec1_jpg,Capacitor Jumper,127,119,24,22,79,75,component,,,
pcb50rec1_jpg__016__Capacitor_Jumper.png,fpic_rf100,train/images/pcb50rec1_jpg.rf.088cb8f90a0cf27450a8ec6259392e4a.jpg,pcb50rec1_jpg,Capacitor Jumper,121,116,23,22,76,73,component,,,
pcb50rec1_jpg__021__Connector.png,fpic_rf100,train/images/pcb50rec1_jpg.rf.088cb8f90a0cf27450a8ec6259392e4a.jpg,pcb50rec1_jpg,Connector,265,81,50,15,165,51,component,,,
pcb50rec1_jpg__022__Connector.png,fpic_rf100,train/images/pcb50rec1_jpg.rf.088cb8f90a0cf27450a8ec6259392e4a.jpg,pcb50rec1_jpg,Connector,267,87,50,16,167,55,component,,,
pcb50rec1_jpg__023__Connector.png,fpic_rf100,train/images/pcb50rec1_jpg.rf.088cb8f90a0cf27450a8ec6259392e4a.jpg,pcb50rec1_jpg,Connector,265,96,50,19,165,63,component,,,
pcb50rec1_jpg__024__Connector.png,fpic_rf100,train/images/pcb50rec1_jpg.rf.088cb8f90a0cf27450a8ec6259392e4a.jpg,pcb50rec1_jpg,Connector,272,96,51,19,170,64,component,,,
pcb50rec1_jpg__025__Capacitor_Jumper.png,fpic_rf100,train/images/pcb50rec1_jpg.rf.088cb8f90a0cf27450a8ec6259392e4a.jpg,pcb50rec1_jpg,Capacitor Jumper,202,207,38,39,126,130,component,,,
